emotion,dimension_code,dimension_name,left_pole,right_pole,left_pole_score_0_1000,right_pole_score_0_1000,signed_score_m1000_to_p1000,direction_label,direction_code,confidence_0_1,note,model_used,status,error
touched,C,control,low_control,high_control,520,480,-40,balanced,0,0.8,Reflects a receptive state where one is moved by external actions rather than exerting agency.,google/gemini-3-flash-preview,ok,
touched,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,680,320,-360,toward_left_pole,-1,0.75,"Often stems from a clear, meaningful gesture that resolves emotional ambiguity.",google/gemini-3-flash-preview,ok,
touched,S,social_orientation,self_oriented,other_oriented,90,910,820,toward_right_pole,1,0.98,"Inherently prosocial, triggered by the kindness or connection of another person.",google/gemini-3-flash-preview,ok,
tranquil,V,valence,negative,positive,120,880,760,toward_right_pole,1,0.95,Tranquility is a highly pleasant state of inner peace and contentment.,google/gemini-3-flash-preview,ok,
tranquil,A,arousal,low_activation,high_activation,880,120,-760,toward_left_pole,-1,0.98,Characterized by very low physiological activation and stillness.,google/gemini-3-flash-preview,ok,
tranquil,C,control,low_control,high_control,260,740,480,toward_right_pole,1,0.85,Reflects a high degree of self-possession and emotional stability.,google/gemini-3-flash-preview,ok,
tranquil,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,850,150,-700,toward_left_pole,-1,0.8,"Associated with a predictable, stable, and harmonious environment.",google/gemini-3-flash-preview,ok,
tranquil,S,social_orientation,self_oriented,other_oriented,650,350,-300,toward_left_pole,-1,0.75,"Primarily an internal state of being, though it can occur in social contexts.",google/gemini-3-flash-preview,ok,
trapped,V,valence,negative,positive,880,120,-760,toward_left_pole,-1,0.95,Highly unpleasant state associated with confinement and distress.,google/gemini-3-flash-preview,ok,
trapped,A,arousal,low_activation,high_activation,320,680,360,toward_right_pole,1,0.85,Often involves high physiological tension and a desire to escape.,google/gemini-3-flash-preview,ok,
trapped,C,control,low_control,high_control,955,45,-910,toward_left_pole,-1,0.98,Characterized by a profound lack of agency and inability to change circumstances.,google/gemini-3-flash-preview,ok,
trapped,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,290,710,420,toward_right_pole,1,0.8,Involves significant uncertainty regarding the duration or possibility of escape.,google/gemini-3-flash-preview,ok,
trapped,S,social_orientation,self_oriented,other_oriented,680,320,-360,toward_left_pole,-1,0.75,Primarily experienced as an internal state of personal restriction.,google/gemini-3-flash-preview,ok,
triumphant,V,valence,negative,positive,85,915,830,toward_right_pole,1,0.98,Reflects high positive affect and the joy of significant achievement.,google/gemini-3-flash-preview,ok,
triumphant,A,arousal,low_activation,high_activation,160,840,680,toward_right_pole,1,0.95,Involves high physiological activation and intense mental energy.,google/gemini-3-flash-preview,ok,
triumphant,C,control,low_control,high_control,40,960,920,toward_right_pole,1,0.97,"Characterized by a peak sense of mastery, agency, and dominance.",google/gemini-3-flash-preview,ok,
triumphant,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,880,120,-760,toward_left_pole,-1,0.92,"Occurs after a goal is reached, resolving previous uncertainty.",google/gemini-3-flash-preview,ok,
triumphant,S,social_orientation,self_oriented,other_oriented,590,410,-180,toward_left_pole,-1,0.85,"Primarily self-oriented achievement, though often expressed in social contexts.",google/gemini-3-flash-preview,ok,
trusting,V,valence,negative,positive,160,840,680,toward_right_pole,1,0.95,Trust is inherently pleasant and associated with positive interpersonal safety.,google/gemini-3-flash-preview,ok,
trusting,A,arousal,low_activation,high_activation,680,320,-360,toward_left_pole,-1,0.85,Trusting involves a state of calm and reduced physiological vigilance.,google/gemini-3-flash-preview,ok,
trusting,C,control,low_control,high_control,320,680,360,toward_right_pole,1,0.8,"While it involves vulnerability, the act of trusting implies a confident choice.",google/gemini-3-flash-preview,ok,
trusting,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,790,210,-580,toward_left_pole,-1,0.9,"Trusting reduces perceived uncertainty by assuming a predictable, positive outcome.",google/gemini-3-flash-preview,ok,
trusting,S,social_orientation,self_oriented,other_oriented,80,920,840,toward_right_pole,1,0.98,Trust is fundamentally a relational state directed toward another entity.,google/gemini-3-flash-preview,ok,
uneasy,V,valence,negative,positive,720,280,-440,toward_left_pole,-1,0.95,Characterized by discomfort and a lack of pleasantness.,google/gemini-3-flash-preview,ok,
uneasy,A,arousal,low_activation,high_activation,460,540,80,toward_right_pole,1,0.85,Moderate activation involving mild tension or restlessness.,google/gemini-3-flash-preview,ok,
uneasy,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.9,Reflects a lack of agency or stability in the situation.,google/gemini-3-flash-preview,ok,
uneasy,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,180,820,640,toward_right_pole,1,0.95,Strongly linked to apprehension about unknown or unpredictable outcomes.,google/gemini-3-flash-preview,ok,
uneasy,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.7,"Primarily an internal state, though often triggered by social cues.",google/gemini-3-flash-preview,ok,
unfulfilled,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Reflects a negative state of dissatisfaction and lack of completion.,google/gemini-3-flash-preview,ok,
unfulfilled,A,arousal,low_activation,high_activation,620,380,-240,toward_left_pole,-1,0.85,"Typically a low-energy, lethargic state of longing or stagnation.",google/gemini-3-flash-preview,ok,
unfulfilled,C,control,low_control,high_control,680,320,-360,toward_left_pole,-1,0.9,Involves a perceived inability to reach goals or satisfy needs.,google/gemini-3-flash-preview,ok,
unfulfilled,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,550,450,-100,toward_left_pole,-1,0.8,Often involves a lingering doubt about future satisfaction or purpose.,google/gemini-3-flash-preview,ok,
unfulfilled,S,social_orientation,self_oriented,other_oriented,720,280,-440,toward_left_pole,-1,0.85,Primarily a self-focused internal assessment of personal lack.,google/gemini-3-flash-preview,ok,
unhappy,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.98,Represents a fundamental state of negative affect and dissatisfaction.,google/gemini-3-flash-preview,ok,
unhappy,A,arousal,low_activation,high_activation,650,350,-300,toward_left_pole,-1,0.9,Typically associated with low-energy states like sadness or dejection.,google/gemini-3-flash-preview,ok,
unhappy,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.85,Often involves a sense of being subject to undesirable circumstances.,google/gemini-3-flash-preview,ok,
unhappy,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,580,420,-160,toward_left_pole,-1,0.8,Can be a stable state or result from unexpected negative outcomes.,google/gemini-3-flash-preview,ok,
unhappy,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.75,"Primarily an internal state, though often triggered by social loss.",google/gemini-3-flash-preview,ok,
unnerved,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Characterized by a loss of composure and a sense of discomfort or dread.,google/gemini-3-flash-preview,ok,
unnerved,A,arousal,low_activation,high_activation,320,680,360,toward_right_pole,1,0.9,"Involves heightened vigilance and a jittery, anxious physiological state.",google/gemini-3-flash-preview,ok,
unnerved,C,control,low_control,high_control,820,180,-640,toward_left_pole,-1,0.9,"Implies a loss of courage or confidence, feeling shaken by external forces.",google/gemini-3-flash-preview,ok,
unnerved,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,180,820,640,toward_right_pole,1,0.85,"Often triggered by the uncanny, unexpected, or unpredictable events.",google/gemini-3-flash-preview,ok,
unnerved,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.7,"Primarily an internal state of agitation, though often triggered by others' behavior.",google/gemini-3-flash-preview,ok,
unsafe,V,valence,negative,positive,880,120,-760,toward_left_pole,-1,0.95,Highly unpleasant state associated with perceived threat or danger.,google/gemini-3-flash-preview,ok,
unsafe,A,arousal,low_activation,high_activation,220,780,560,toward_right_pole,1,0.9,Triggers high physiological activation and vigilance for survival.,google/gemini-3-flash-preview,ok,
unsafe,C,control,low_control,high_control,850,150,-700,toward_left_pole,-1,0.85,Characterized by a lack of agency and vulnerability to external forces.,google/gemini-3-flash-preview,ok,
unsafe,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,110,890,780,toward_right_pole,1,0.9,Involves high unpredictability regarding potential harm or outcomes.,google/gemini-3-flash-preview,ok,
unsafe,S,social_orientation,self_oriented,other_oriented,590,410,-180,toward_left_pole,-1,0.7,"Primarily self-preservation focused, though can involve social distrust.",google/gemini-3-flash-preview,ok,
unsettled,V,valence,negative,positive,680,320,-360,toward_left_pole,-1,0.9,Reflects a state of mild discomfort and lack of ease.,google/gemini-3-flash-preview,ok,
unsettled,A,arousal,low_activation,high_activation,420,580,160,toward_right_pole,1,0.85,Involves a moderate level of nervous energy or agitation.,google/gemini-3-flash-preview,ok,
unsettled,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.8,Implies a lack of stability and reduced personal agency.,google/gemini-3-flash-preview,ok,
unsettled,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,160,840,680,toward_right_pole,1,0.95,Primarily driven by ambiguity and unpredictable circumstances.,google/gemini-3-flash-preview,ok,
unsettled,S,social_orientation,self_oriented,other_oriented,550,450,-100,toward_left_pole,-1,0.7,"Generally an internal state, though often triggered by external social shifts.",google/gemini-3-flash-preview,ok,
unsupported,V,valence,negative,positive,790,210,-580,toward_left_pole,-1,0.95,Feeling unsupported is inherently unpleasant and associated with negative affect.,google/gemini-3-flash-preview,ok,
unsupported,A,arousal,low_activation,high_activation,580,420,-160,toward_left_pole,-1,0.85,"Often involves low-energy states like dejection, though can trigger moderate stress.",google/gemini-3-flash-preview,ok,
unsupported,C,control,low_control,high_control,820,180,-640,toward_left_pole,-1,0.9,Implies a lack of external resources and a low sense of agency or help.,google/gemini-3-flash-preview,ok,
unsupported,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,320,680,360,toward_right_pole,1,0.8,Creates uncertainty regarding future stability and the reliability of others.,google/gemini-3-flash-preview,ok,
unsupported,S,social_orientation,self_oriented,other_oriented,260,740,480,toward_right_pole,1,0.85,Primarily concerns the failure of social bonds and interpersonal expectations.,google/gemini-3-flash-preview,ok,
upset,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Upset is fundamentally characterized by negative affect and distress.,google/gemini-3-flash-preview,ok,
upset,A,arousal,low_activation,high_activation,320,680,360,toward_right_pole,1,0.9,It involves a state of agitation and heightened physiological activation.,google/gemini-3-flash-preview,ok,
upset,C,control,low_control,high_control,690,310,-380,toward_left_pole,-1,0.85,Often stems from a perceived lack of control over a situation.,google/gemini-3-flash-preview,ok,
upset,U,uncertainty,expected_or_certain,uncertain_or_unpredictable,450,550,100,toward_right_pole,1,0.8,Can arise from unexpected events or unpredictable social outcomes.,google/gemini-3-flash-preview,ok,
upset,S,social_orientation,self_oriented,other_oriented,580,420,-160,toward_left_pole,-1,0.75,"Primarily a self-experienced state, though often triggered by others.",google/gemini-3-flash-preview,ok,
vengeful,V,valence,negative,positive,820,180,-640,toward_left_pole,-1,0.95,Characterized by intense negative affect and malice.,google/gemini-3-flash-preview,ok,
